country,date,description,hazard,importer,incidents,link,name,remedy,retailer,units
Vietnam,"February 10, 2016",This recall involves Pier 1 Imports Capella Island Swivel Dining chairs. The plastic wicker chairs have a natural wood color. The chair measures about 26 inches wide by 26 inches deep and 39 inches high. ,"The chairs can break at the base, posing fall hazard to the user.","Pier 1 Imports U.S. Inc., of Fort Worth, Texas","Pier 1 Imports has received three reports of the chairs breaking, including two reports of customers falling. No injuries have been reported.",https://cpsc.gov/Recalls/2016/Pier-One-Imports-Recalls-Swivel-Dining-Chairs,Capella Island Swivel Dining Chairs,Refund,,"About 800  (in addition, 4 were sold in Canada)"
China,"February 9, 2016","This recall involves Classic Characters' infant knit Elf Booties sold in sizes 6 through 12 months. The SKU number 507665 and style number 28046 are printed on the price tag. The infant booties are green, with red and white trim, and a yellow pompom on the tip of the toe.","The pompoms at the tip of the toe can detach, posing a choking hazard to young children.","Classic Characters Inc., of Quebec, Canada ",Classic Characters has received two reports of the pompoms detaching from the shoes. No injuries have been reported.,https://cpsc.gov/Recalls/2016/Classic-Characters-Recalls-Infant-Booties,Infant Elf Booties,Refund,,"About 4,000 pairs"
United States,"February 10, 2016","This recall involves all model year 2016 Arctic Cat turbo 9000 snowmobiles. Recalled models include the M 9000, XF 9000, XF9000 Cross Trek and ZR 9000 snowmobiles. The recalled snowmobiles were sold in the colors black, green, orange and white. The model name is on a decal on the top of the chassis between the seat and the rear bumper. The name Arctic Cat is on each side of the snowmobiles. The letter G in the 10th position of the vehicle identification number (VIN) indicates that the unit was made in the 2016 model year. The VIN is stamped into the chassis near the right foot rest.","The brakes can fail, posing a risk of injury or death to the operator.",,None reported,https://cpsc.gov/Recalls/2016/Arctic-Cat-Recalls-Snowmobiles,Snowmobiles,Repair,,"About 1,600"
Philippines,"January 28, 2016","This recall involves all Longfellow model 3- and 4-light light fixtures for indoor or outdoor use. The black metal fixtures have a clear/frosted glass shade on four sides and can be wall mounted or ceiling mounted. Model number 731KL04EB, 731KM03EB, 731P03EB, 331P03BL, 731P04EB or 331P04BL is printed on the label on the canopy of the ceiling mounted fixtures or the backplate of wall mounted fixtures.","Improper wiring can allow melting of the insulation and cause the fixtures to short out, posing fire and shock hazards.","Varaluz LLC, of Las Vegas, Nev.",The firm has received two reports of lights bulbs shorting. No injuries have been reported.,https://cpsc.gov/Recalls/2016/Varaluz-Recalls-Longfellow-Light-Fixtures,Longfellow lighting fixtures for indoor and outdoor use,Repair,Lighting showrooms nationwide and online through lighting and home improvement websites from April 2013 to September 2015 for between $320 and $420.,About 80
China,"February 3, 2016","This recall involves Rockwood portable power packs with lithium ion batteries and cables. They are used to charge a variety of electronic devices and car batteries and have a recessed LED flashlight. The power packs have a black plastic cover with ""Rockwood"" printed in white on the top. They measure about 6 inches long, 3 inches wide and 1 inch tall.  A yellow and white danger label is on the bottom. Item number 30554 is printed on the packaging. ","The power packs' lithium ion batteries can burst during charging, posing a fire hazard.","Easthill Group Inc., dba Eastwood Co., of Pottstown, Pa.","There have been two reports of the battery packs' lithium ion batteries bursting during charging and emitting black smoke, damaging carpet and leaving a black mark on a wall. No injuries have been reported. ",https://cpsc.gov/Recalls/2016/Eastwood-Recalls-Multi-Function-Power-Packs,Rockwood Multi-function power packs,Refund,"Eastwood stores in Chicago, Parma, Ohio and Pottstown, Pa., in Eastwood's catalog and online at ",About 500
China,"January 28, 2016","The recalled glass food storage cubes are sold in a set of four with colored, rubberized plastic lids and fit into one storage tray. The cubes are sold in 2-ounce and 4-ounce sizes. The lid colors and trays of the affected lot of 2-ounce cubes include blue, green and pink. The lid colors and trays of the affected 4-ounce cubes include blue, green, pink and yellow. ""green sprouts"" is molded into each plastic lid, on edges of the matching plastic storage tray and on the bottom of each quadrant of the storage tray. ""green sprouts","The glass containers can break unexpectedly, posing a risk of injury.","i play., inc., of Asheville, N.C.",CPSC and the firm are aware of 23 reports of incidents. No injuries have been reported.,https://cpsc.gov/Recalls/2016/i-play-recalls-glass-food-storage-cubes,green sprouts® glass food cubes,Replace,"buybuy Baby and Whole Foods nationwide and online at amazon.com, babyhaven.com, diapers.com, drugstore,com and target.com from June 2015 through December 2015 for about $15 for the 2-ounce size and $20 for the 4-ounce size.","About 68,000 (in addition, about 300 sold in Canada)"
Indonesia,"February 2, 2016",The recall includes the 2015 models of UWATEC Galileo Luna and Sol dive computers. Only dive computers with the following serial numbers are included in the recall.Galileo LUNA dive computers have serial numbers 150422 0058 001 to 150903 0338 005 and Galileo SOL dive computers have serial numbers 150423 0202 001 to 150921 0001 005. The serial number is stamped on the back of the computer and printed on a label on the product packaging. ,"A short circuit allows the dive computer's screen to freeze or display inaccurate information, posing a risk of serious injury to a diver underwater, including decompression sickness.","Johnson Outdoors Diving LLC, of El Cajon, Calif. ",Scubapro has received three reports of the dive computer screens freezing. No injuries have been reported.  ,https://cpsc.gov/Recalls/2016/Scubapro-Recalls-Dive-Computers,Galileo Luna and Sol Dive Computers,Replace,"Authorized Scubapro dealers nationwide from May 2015 through January 2016 for between $700 and $1,200. ","About 1,500"
China,"February 2, 2016","The recall includes three models of the Dirt Devil Total Pet Cyclonic Upright vacuums, model UD70210, UD70210CA and UD70210RM. The model number and manufacture date code are printed on a silver label on the back side of the vacuum. The vacuums are identical with black, gray and clear housing with red and purple trim. ""Total Pet"" is printed underneath the Dirt Devil logo in the center of the vacuum. Only vacuums with the first three digits of the four digit manufacture date code that begin with B14 through I15 are included in the recall. All recalled vacuums were manufactured between February 2014 and September 2015.",The vacuum's electric cord plug prong can detach and remain in the electrical outlet when the vacuum is unplugged. The detached prong can pose an electrical shock hazard if it remains connected with the electrical outlet.,"Royal Appliance Mfg. Co., of Glenwillow, Ohio",The firm has received 14 reports of a detached prong that remained in an electrical outlet. No injuries have been reported.,https://cpsc.gov/Recalls/2016/Royal-Appliance-Recalls-Dirt-Devil-Pet-Vacuums,Dirt Devil® Total Pet Cyclonic Upright,Replace,"ABC Warehouse, Boardman Furniture, Fred's, Walmart stores nationwide, Dirt Devil via telephone and online at www.dirtdevil.com, www.ebay.com and www.walmart.com from February 2014 through November 2015 for between $45 and $70.","About 149,000 in the United States (in addition, about 9,700 in Canada)"
"China, Taiwan, U.K.","February 2, 2016","This recall involves AC power cords sold with Microsoft Surface Pro, Surface Pro 2 and Surface Pro 3 computers before March 15, 2015. Surface Pro and Surface Pro 2 devices have a black case with the product name on the back of the device toward the bottom. Surface Pro 3 computers have a silver case with ""Windows 8 Pro"" on the back of the device under the kickstand. This recall also involves accessory power supply units that include an AC power cord sold separately before March 15, 2015. The recalled power cords do not have a 1/8-inch sleeve on the cord on the end that connects to the power supply.","The power cords can overheat, posing fire or shock hazards.","Microsoft Corp., of Redmond, Wash",Microsoft has received,https://cpsc.gov/Recalls/2016/Microsoft-Recalls-AC-Power-Cords-for-Surface-Pro-Devices,AC Power cords,Replace,"Microsoft stores, Best Buy, Costco and other stores nationwide, and online at ","About 2.25 million (in addition, about 190,000 were sold in Canada)"
United States,"February 3, 2016",This recall involves custom-ordered made-to-measure Serena,"The window shades can become dislodged from their brackets and fall, posing an impact hazard.",,Lutron Electronics has received 36 reports of incidents of shades falling from mounting brackets. No injuries have been reported.  ,https://cpsc.gov/Recalls/2016/Lutron-Electronics-Recalls-Roller-Shades,Roller Shades,Repair,"Home Depot, Lowes, specialty window shading dealers and online at SerenaShades.com from November 2013 through November 2015 for between $280 and $2,400.","About 30,000 (in addition about 5,000 were sold in Canada)"
